PM25,PM10,CO,NO,NO2,NOx,O3,PH_RAIN,RAINFALL,RH,SO2,TEMP,UVB,WIND_DIREC,WIND_SPEED
49,123,0.49,0.93,12.05,12.98,41.8,0,0,82.68,4.5,15.31,0,41.41,8.09
44,117.5,0.45,0.64,8.81,9.45,42.6,0,0,82.63,3.8,15.2,0,46.2,7.485
39,112,0.41,0.85,7,7.85,43.4,0,0,80.9,3.8,14.95,0,50.99,7.905
44,92,0.37,0.92,5.98,5.81,41.7,0,0,80.76,3.4,14.68,0,49.3,7.9875
46,81,0.32,0.96,4.96,5.92,40,0,0,81.29,3.2,14.28,0,47.61,8.07
41,72,0.31,0.91,4.97,5.89,37.2,0,0,81.96,3.1,13.67,0,44.095,7.8775
40,61,0.31,1.08,6.37,6.75,36.1,0,0,82.73,3.2,13.12,0.1,40.58,8.12875
49,61,0.34,1.37,7.075,8.07,35.9,0,0,80.69,3.8,13.1,0.4,42.98,8.07375
54,76,0.44,1.62,7.78,9.39,37.4,0,0,76.125,4.7,13.68,1.3,54.885,8.171875
53,94,0.5,2.59,9.48,12.06,37,0,0,71.56,5.3,14.26,2.8,66.79,8.27
50,101,0.47,3.01,9.44,12.45,39.5,0,0,67.91,5.3,14.85,4.2,56.69,9.05
36,101,0.45,2.8,9.39,12.19,42.6,0,0,63.85,4.8,15.6,4.9,54.72,8.04
32,97,0.46,2.75,9.98,12.73,46.6,0,0,57.86,4.6,16.72,4.7,71.12,8.43
35,104,0.46,3.01,12.71,15.72,46.4,0,0,59.8,5.7,16.1,3.6,49.01,8.87
34,109,0.41,2.89,12.96,15.85,43,0,0,62.045,5.1,15.435,2.2,56.14,7.47
48,104,0.43,2.71,13.44,16.15,41.8,0,0,64.29,4.5,14.77,0.9,57.26,7.09
59,101,0.49,1.97,17.36,19.32,35.6,0,0,67.02,4.6,13.87,0.2,40.91,6.09
81,98,0.51,1.26,23.08,24.34,25.9,0,0,72.62,4.2,12.46,0,34.14,4.39
77,92,0.5,1.23,20.05,21.27,26.8,0,0,76.75,3.9,11.58,0,47.19,4.59
44,88,0.5,1.09,16.35,17.44,26.9,0,0,79.71,3.1,10.91,0,35.63,3.755
34,86,0.5,1.27,16.76,18.03,27.6,0,0,78.33,3.3,10.62,0,36.375,2.92
28,88,0.53,1.18,21.47,22.65,22.3,0,0,78.36,3.4,10.33,0,37.12,3.48
19,84,0.5,1.04,15.71,16.75,25.9,0,0,82.01,3.2,9.62,0,41.12,4.335
15,75,0.4,0.83,8.61,9.44,38.7,0,0,77.75,3.5,9.5,0,40.2,5.19
12,73,0.37,0.82,5.76,6.58,43.8,0,0,72.76,3.2,9.9,0,34.89,4.75
11,72,0.34,0.75,6.34,7.09,40.65,0,0,75.16,4.4,9.62,0,34.255,5.0775
13,67,0.34,0.57,5.9,6.47,37.5,0,0,79.11,4,8.99,0,33.62,5.285
12,64,0.33,0.68,5.18,5.92,37.6,0,0,78.68,4.4,8.98,0,37.015,5.5525
23,62,0.32,0.57,4.8,5.37,37.7,0,0,76.36,4.8,9.19,0,40.41,5.82
42,66,0.31,0.46,5.06,6.01,36.6,0,0,73.49,5.2,9.49,0,36.5475,5.64625
51,68,0.31,0.7,5.73,6.65,35.7,0,0,70.99,5.4,9.81,0.1,36.31375,5.693125
48,71,0.31,0.76,6.195,6.19,35.4,0,0,68.27,5.3,10.25,0.3,36.08,5.74
52,73,0.31,1.34,6.66,8,33.9,0,0,63.35,5.4,11.12,0.9,46.685,6.325
50,76,0.31,1.9,7.34,9.24,35.8,0,0,58.43,5.4,12.47,2.4,57.29,6.91
43,79,0.32,2.16,7.41,9.57,38.3,0,0,54.92,5,13.57,3.9,59.64,5.65
43,82,0.32,2.47,8.6,11.06,43.9,0,0,50.19,4.7,14.72,4.7,43.01,5.53
39,89,0.32,1.98,8.6,10.59,51.8,0,0,47.07,5,15.74,4.5,39.55,4.87
36,95,0.33,1.94,11.1,13.04,55.5,0,0,46.21,5.6,16.37,3.6,40.28,5.17
39,95,0.32,1.82,12.04,13.86,57.1,0,0,49.88,5.6,15.85,2.2,47.34,5.45
40,94,0.32,1.69,12.55,14.24,54.3,0,0,53.55,5.3,14.81,0.9,39.11,6.2
43,92,0.34,1.22,14.37,15.59,49.3,0,0,57.53,5.4,13.57,0.2,37.65,4.44
47,89,0.35,0.69,12.92,13.61,48.9,0,0,62.03,5.3,12.29,0,32.8,3.96
48,87.5,0.35,0.45,12.35,12.8,46.8,0,0,65.01,5,11.43,0,34.5,3.48
44,86,0.35,0.6,11.35,11.94,43.2,0,0,66.88,4.9,10.9,0,31.345,4.665
42,87,0.37,0.5,12.3,12.79,39.6,0,0,70.12,4.9,10.44,0,30.6175,3.545
50,86,0.37,0.55,13.54,14.1,35.1,0,0,72.76,5.1,10,0,29.89,3.8975
74,82,0.38,0.77,15.71,16.48,33.9,0,0,74.41,4.5,9.73,0,35.12,3.51375
82,79,0.36,0.68,10.78,11.46,39.4,0,0,71.98,4.2,10.23,0,24.39,3.13
77,81,0.36,0.56,17.25,17.81,26.1,0,0,78.89,2.7,8.72,0,30.73,2.01
78,70,0.26,0.59,9.17,9.76,37.75,0,0,63.28,2.3,8.95,0,33.565,2.986875
71,53,0.23,0.71,7.17,7.88,36.925,0,0,58,2,8.8,0,36.4,2.235
63,50,0.2,0.77,4.43,7.25,36.1,0,0,50.63,2,9.36,0,28.825,2.3475
52,51,0.2,0.9,5.72,6.62,32.9,0,0,56.01,2,8.16,0,21.25,2.46
45,50,0.2,0.89,10.09,11.34,28.9,0,0,59.93,1.9,7.68,0,31.0375,2.31
44,49,0.23,1.6,14.46,16.06,20.8,0,0,65.45,1.7,6.89,0.1,32.14375,1.87
44,49,0.25,2.15,6.76,8.91,29,0,0,63.22,1.7,7.74,0.5,33.25,2.3
52,50,0.2,1.49,2.54,4.03,37.8,0,0,53.015,1.5,10.575,1.5,37.71,3.25
59,53,0.22,3.37,7.1,10.48,33.3,0,0,42.81,1.4,13.41,3.1,42.17,3.53
63,55,0.23,3.6,7.16,10.76,36.8,0,0,41.07,1.7,14.9,4.6,47.83,3.07
61,61,0.23,2.86,6.94,9.8,44,0,0,36.85,2.2,16.66,5.5,44.19,3
58,82.5,0.29,1.98,6.25,8.22,51.6,0,0,33.72,2.8,18.15,5.3,359.64,3.03
59,96.25,0.35,1.885,8.025,9.91,59.2,0,0,28.82,3.6,19.24,4.1,31.93,3.38
61,110,0.28,1.79,9.8,11.6,64.9,0,0,38.015,4.4,18.7,2.5,35.61,4.61
60,114,0.29,1.71,11.62,13.32,63.9,0,0,47.21,5.1,18.16,1.1,35.93,3.39
63,119,0.36,1.6,19.71,21.32,51.4,0,0,55.84,4.9,17.05,0.2,33.28,2.09
66,186,0.79,1.3,30.94,32.24,35.5,0,0,67.34,4,14.59,0,30.65,1.55
62,158,0.71,2.02,42.13,44.15,13.5,0,0,75.98,3.7,12.44,0,31.96,1.64
58,130,0.53,1.35,26.29,27.64,21.4,0,0,80.33,3.4,11.25,0,52.935,0.64
54,110,0.53,1.22,19.81,21.03,23.2,0,0,80.99,2.3,10.57,0,64.0775,0.48
54,104,0.44,1.01,19.01,20.02,25.1,0,0,81.93,2.4,10.18,0,75.22,0.47
56,97,0.48,1.54,17.72,19.26,30.9,0,0,80.97,2.8,10.35,0,210.88,0.89
44,90,0.31,0.78,9.86,10.63,43.1,0,0,75.5,3.3,10.84,0,180.03,1.36
39,73,0.3,0.87,9.65,10.52,44.6,0,0,68.47,3.7,11.05,0,235.63,1.43
39,66,0.26,0.75,7.97,8.72,27.15,0,0,57.78,2.2,12.21,0,227.965,1.005
36,57,0.24,0.93,6.39,7.32,34,0,0,56.99,2.3,11.94,0,220.3,1.275
41,51,0.23,1.25,11.65,19.23,28.7,0,0,56.99,2.1,11.43,0,242.68,1.1975
42,48,0.22,2.33,9.465,14.86,23.4,0,0,56.48,2,11.2,0,265.06,1.12
39,49,0.24,1.76,11.305,13.26,24.3,0,0,59.25,1.7,10.73,0,188.205,1.22
34,51,0.23,1.5,11.1325,17.03,34.7,0,0,57.46,2,10.76,0.1,160.9675,1.16
32,70,0.42,2.31,10.96,18.115,33.9,0,0,64.23,1.8,11.18,0.4,133.73,1.18
34,87,0.36,3.92,15.28,19.2,45.2,0,0,56.89,3.8,14.345,1.4,166.075,1.2
33,95,0.31,4.53,7.61,12.14,55.9,0,0,49.55,4.5,17.51,2,198.42,2.01
32,92,0.29,3.09,10.83,13.92,52.1,0,0,41.61,3.1,19.25,4.3,25.12,1.56
32,66,0.21,1.6,4.88,6.48,56.1,0,0,29.81,2.2,21.55,4.6,73.95,1.46
36,50,0.2,1.26,4.46,5.71,55.5,0,0,34.89,1.9,21.38,3.7,315.53,1.57
43,71,0.3,1.79,12.83,14.62,55.1,0,0,47.11,4,20.67,2.1,0.56,1.71
45,105,0.38,2.08,20.18,22.25,51.2,0,0,56.03,4.7,19.38,1.3,23.5,1.83
42,112,0.35,1.83,15.89,17.72,52.6,0,0,64.95,3.9,18.09,0.6,33.31,2.82
45,125,0.41,1.65,15.76,17.41,49.1,0,0,75.47,3.5,16.99,0.2,36.94,2.83
49,141,0.48,1.35,27.22,28.57,34.8,0,0,79.01,4.5,15.94,0,33.79,2.69
49,138,0.46,1.42,22.66,24.08,36.9,0,0,80.75,5.8,15.42,0,34.305,2.81
49,137,0.46,1.32,21.19,22.52,34.8,0,0,81.37,4.8,15.27,0,32.9875,2.12
46,127.5,0.53,1.45,29.28,30.73,23.5,0,0,81.87,4.1,15.18,0,31.67,1.55
43,122.25,0.49,1.73,26.57,28.29,22.2,0,0,81.05,3.6,15.36,0,32.52,1.13
42,117,0.52,3.97,34.1,38.08,10.3,0,0,81.98,3.2,15.16,0,33.32,1.275
46,119,0.46,1.41,22.11,23.52,18.2,0,0,84.87,3.6,14.67,0,27.78,1.42
47,125,0.5,2.8,27.21,30.01,10.8,0,0,85.64,3.5,14.66,0,30.14,2.48
37,123,0.44,1.55,18.54,20.1,17.5,0,0,86.04,2.9,14.4,0,27.915,1.98
28,122,0.45,1.33,22.72,24.05,10.9,0,0,85.13,2.9,14.57,0,25.69,2.25
24,114,0.44,1.555,21.93,29.245,14.55,0,0,86.99,2.4,14.24,0,27.67,2.52
23,90,0.33,1.5575,19.89,25.21,18.2,0,0,82.7,1.8,14.5,0,29.65,2.605
24,75,0.33,1.56,17.85,22.23,17.6,0,0,81.75,1.9,14.29,0,28.85,2.69
21,73,0.36,2.77375,18.155,22.81,10.5,0,0,83.72,2.1,14.04,0,29.44,2.76
24,71,0.4,3.381875,17.2875,21.61,10.1,0,0,81.51,1.9,14.28,0.2,30.03,1.83
26,61,0.33,3.99,16.42,20.41,20.7,0,0,70.985,1.6,15.745,0.8,33.11,2.66
27,49,0.29,6.26,15.66,21.91,20.9,0,0,60.46,1.3,17.21,1.7,36.19,3.24
28,49,0.33,9.46,18.23,27.69,18.6,0,0,61.99,2.1,17.38,3.2,39.35,4.01
26,64,0.4,6.53,16.72,23.26,32.3,0,0,60.11,3.9,18.71,5.4,51.57,4.48
41,79,0.41,4.52,15.42,19.94,44.5,0,0,59.18,4.7,20.08,4.8,57.32,4.45
47,89,0.43,3.18,18.81,21.99,52.5,0,0,58.69,5.7,20.06,3,51.22,4.11
54,103,0.4,3,20.39,23.39,58.4,0,0,63.71,5.8,20.19,2.3,44.53,5.15
49,111,0.35,2.35,17.49,19.83,51,0,0,68.73,4.6,19.22,1,51.41,5.5
48,106,0.45,2.02,22.37,24.38,45.4,0,0,71.72,4.4,18.43,0.2,30.22,3.59
111,117,0.57,1.2,28.93,30.12,30.3,0,0,77.74,4,17.06,0,32.9,4.74
123,114,0.41,1.09,21.03,22.12,30.6,0,0,82.49,3.1,16,0,32.61,3.47
67,94,0.38,0.98,16.77,17.75,29.1,0,0,85.73,2.6,15.35,0,33.725,3.41
54,89,0.37,1.12,15.1,16.22,26.7,0,0,87.66,2.5,14.88,0,34.1375,2.755
51,89,0.4,1.29,16.88,18.16,20.7,0,0,88.66,2.3,14.59,0,34.55,2.1
52,84,0.41,1.58,20.35,21.93,13.7,0,0,89.39,1.9,14.19,0,28.6,2.61
46,77,0.47,1.4,18.78,20.18,13.3,0,0,90.42,1.7,13.8,0,38.14,1.06
41,72,0.35,1.78,14.71,16.49,17.7,0,0,90.38,1.6,13.57,0,222.32,1.93
38,57,0.28,1.15,8.61,9.75,24,0,0,81.43,1.9,14.36,0,113.89,1.76
33,49,0.31,1.02,10.26,11.28,18,0,0,85.02,1.9,12.98,0,5.46,1.435
47,50,0.31,1.21,6.655,10.97,22.8,0,0,87.78,2.5,12.76,0,86.75,1.1875
44,44,0.25,0.93,5.6775,7.37,26.7,0,0,81.2,2.3,13.77,0,168.04,0.94
32,34,0.25,0.92,4.7,10.205,19.1,0,0,77.13,1.9,13.48,0,54.86,1.44375
32,28,0.22,0.83,3.9,9.8225,22.8,0,0,80.57,1.6,12.96,0.1,38.915,1.571875
32,33,0.28,1.95,7.5,9.44,21.5,0,0,71.64,3.3,14.62,0.5,22.97,1.7
40,37,0.28,4.02,6.99,11.01,21.3,0,0,59.58,2.1,18.48,1.6,105.455,2.56
44,40,0.26,3.57,8.46,12.04,32.4,0,0,47.52,3.4,22.34,3.1,187.94,3.1
43,49,0.3,2.88,9.12,11.99,41,0,0,44.43,4.2,23.91,4.6,194.26,3.38
33,59,0.35,3.62,12.52,16.14,50,0,0,40.68,3.3,25.21,5.4,186.73,4.64
24,68,0.37,2.46,12.13,14.59,60.8,0,0,42.42,3.3,26.02,5,254.92,2.61
30,92,0.47,2.91,15.48,18.39,65.4,0,0,59.16,6.9,23.94,3.9,272.81,1.89
48,112,0.44,2.53,13.66,16.19,68.1,0,0,65.65,5.5,22.935,2.4,47.7,3.07
50,110,0.37,1.91,11.7,13.61,54.7,0,0,72.14,3.7,21.93,1.1,51.1,3.31
60,110,0.45,1.23,14.17,15.4,42.9,0,0,80.46,3.6,20.14,0.2,39.7,2.9
73,115,0.48,1.01,18.4,19.41,33.1,0,0,87.16,2.8,18.36,0,32.73,2.57
68,108,0.45,1.09,12.6,13.7,34,0,0,90.52,2.4,17.56,0,42.22,2.62
71,89,0.43,1.04,11.36,12.4,28.7,0,0,91.67,2,17.12,0,26,1.98
74,78,0.4,1.19,11.45,12.64,20.3,0,0,92.09,1.6,16.52,0,22.635,1.71
75,65,0.4,1.1,8.67,9.77,15.6,0,0,91.73,1.5,15.91,0,19.27,0.6
70,46,0.3,0.88,6.86,7.75,23.4,0,0,90.83,1.5,15.26,0,16.23,0.64
67,34,0.29,1.05,12.2,13.25,25.1,0,0,89.42,1.8,15.06,0,91.17,0.51
74,35,0.29,1.01,8.35,9.35,32.4,0,0,87.95,1.8,15.38,0,108.49,0.45
70,42,0.29,0.93,6.22,7.15,36.4,0,0,86.81,2.7,15.36,0,172.28,0.87
67,48,0.29,0.87,5.85,6.72,40.4,0,0,82.96,2.5,16.19,0,236.07,0.455
67,50,0.29,0.86,12.54,13.39,34.6,0,0,81.7,2.1,15.81,0,142.265,0.4575
57,49,0.27,0.88,10.555,10.94,28.8,0,0,84.47,2,15.14,0,48.46,0.46
52,49,0.28,0.8,8.57,9.36,27.1,0,0,85.59,1.9,14.94,0,187.5825,0.72
48,49,0.31,1.3,17.5,17.27,23.9,0,0,86.56,3,14.87,0.1,210.24125,0.69
46,59,0.44,2.89,18.07,20.435,26.8,0,0,84.58,5,16.32,0.4,232.9,1.345
36,68,0.39,4.96,18.64,23.6,32.2,0,0,72.27,4.1,19.8,1.3,209.11,2
24,65,0.27,1.06,5.75,6.81,49.4,0,0,59.96,2.9,23.28,2.4,185.32,3.49
26,56,0.26,1.08,4.5,5.58,51.8,0,0,56.59,3.3,25.38,3.3,199.12,3.79
35,53,0.28,1.64,7.93,9.57,50.6,0,0,56.44,3.6,26.18,3.5,196.59,3.79
47,51,0.29,1.68,9,10.68,51.2,0,0,56.78,3.7,26.34,3.1,201.07,3.39
53,59,0.37,2.19,16.47,18.67,47.7,0,0,59.06,3.8,26.07,2,191.94,2.85
55,93,0.48,2.1,19.02,21.13,49.3,0,0,63.43,4.4,25.125,1.1,192.94,2.36
56,134,0.52,1.6,21.56,23.16,51.2,0,0,67.8,5,24.18,0.5,203.98,2.3
57,156,0.57,1.68,29.15,30.83,54.1,0,0,69.75,7.1,23.28,0.2,192.13,2.12
64,165,0.6,1.63,32.2,33.82,41.2,0,0,73.85,5.9,22.55,0,198.99,2.12
61,173,0.73,1.28,39.98,41.27,28.2,0,0,75.59,7.5,22.25,0,205.18,1.885
50,181,1.08,1.53,58.99,60.53,12.4,0,0,77.57,9.1,21.54,0,202.685,1.65
49,172,0.75,1.14,34.32,35.46,30.6,0,0,78.89,7.25,21.43,0,204.5325,1.64
49,136,0.48,1.04,15.93,16.98,44.2,0,0,78.19,5.4,21.46,0,206.38,1.4
45,112.5,0.37,0.93,9.09,10.02,46.1,0,0,79.24,3.5,21.29,0,203.37,1.225
45,89,0.35,0.81,11.08,11.88,41,0,0,79.3,4.3,21.62,0,225.59,1.05
43,104,0.51,39.27,39.14,78.41,16.1,0,0,80.8,6.1,21.25,0,343.59,0.7
36,123,0.52,42.65,50.47,93.12,3.1,0,0,81.66,5,21.28,0,197.97,0.64
32,105,0.42,14.53,43.35,57.88,10.2,0,0,83.27,3.9,20.93,0,52.35,0.58
34,79,0.31,0.99,11.65,56.335,17.3,0,0,88.08,2.1,19.95,0,44.495,2.295
27,99,0.49,2.76,28.26,46.07,10,0,0,90.67,3.45,19.61,0,36.64,4.01
20,102.5,0.45,1.51,30.365,40.165,11.3,0,0,92.82,4.8,19.04,0,45.2225,3.71
17,106,0.49,2.68,22.82,34.26,7.1,0,0,93.59,4.6,18.94,0,45.58625,4.6125
14,76,0.46,4.105,20.1,28.58,7.4,0,0,94.21,4.8,18.43,0.1,45.95,5.32
17,39,0.42,5.53,17.38,22.9,8.1,0,0,94.85,2,17.47,0.4,43.34,6.125
27,21,0.48,5.32,16.65,21.97,10.4,0,0,95.49,1.9,16.29,0.7,40.69,6.93
31,27,0.51,1.015,17.025,17.89,10.1,0,0,95.54,3.3,16.12,1.2,47.29,7.53
31,32,0.47,0.965,22.44,23.11,12.5,0,0,93.67,1.85,16.32,1.8,49.54,6.4
35,31,0.35,0.72,19.61,20.205,19.4,0,0,89.9,1.825,16.83,2.2,35.99,7.26
50,27,0.27,0.605,6.995,7.485,24.5,0,0,86.19,1.8,17.34,1.7,33.96,6.77
62,27,0.23,21.525,22.02,41.68,20.55,0,0,86.985,1.7,17.1,0.9,45.56,6.69
56,35,0.29,0.695,24.125,31.415,21.125,0,0,87.78,1.3,16.86,0.3,40.97,6.58
61,39,0.3,0.955,16.58,25.51,21.7,0,0,88.2,1.5,16.72,0.1,39.33,4.26
65,43,0.31,2.2525,13.86,19.605,18.1,0,0,87.67,1.4,16.71,0,29.57,3.89
57,35,0.28,2.86,11.14,13.925,22.1,0,0,88.5,1.3,16.44,0,30.69,3.69
51,21,0.24,0.6825,10.9625,11.42,24.6,0,0,88.57,1.1,16.34,0,33.21,3.93
48,17,0.25,0.5025,12.255,12.5775,25.1,0,0,89.27,1,16.25,0,35.47,4.685
45,23,0.26,0.5475,13.46,23.315,25.6,0,0,89.07,1,16.16,0,37.73,4.705
32,23,0.25,1.32625,10.74,15.23,29.7,0,0,88.09,1,16.16,0,43.58,5.0925
23,20,0.24,0.54125,8.02,9.4375,31.1,0,0,87.89,1,16.17,0,32.91,5.48
27,20,0.23,0.47375,8.5775,8.76375,30.5,0,0,89.04,0.8,15.98,0,32.58,3.93
30,20,0.22,0.470625,7.82,10.09,30.75,0,0,91.1,1.4,15.66,0,39.395,3.415
31,17,0.22,0.4353125,6.73875,6.856875,31.15,0,0,91.64,1.2,15.54,0,46.21,2.9
33,12,0.22,0.4,5.819375,5.9034375,31.475,0,0,91.58,1.2,15.4,0,39.98,2.98
32,11,0.22,0.395,4.9,4.95,31.8,0,0,91.55,1.1,15.27,0,33.75,3.06
35,15,0.22,0.39,6.1996875,8.57,24.8,0,0,92.33,1.1,15.16,0,34.51,3.325
33,18,0.24,0.57,6.38984375,6.985,22.7,0,0.6,93.07,1.2,15.11,0,33.22,3.59
32,20,0.26,0.92,6.58,8.0025,26.1,6.9,0.2,93.44,1.1,15.16,0.1,31.93,2.96
36,18,0.26,1.47,7.55,9.02,22.5,6.49,0.6,93.645,1.1,15.45,0.5,29.815,2.33
30,18,0.29,2.49,12.19,14.68,17.7,5.96,0.4,93.85,1.2,15.65,0.7,27.7,2.91
32,22,0.325,2.21,7.55,9.77,15.05,2.98,0,94.06,1.4,16.06,1.8,36.255,2.99
32,26,0.36,3.765,15.315,19.08,12.4,0,0.2,94.11,1.55,17.56,1.7,34.14,2.965
28,28,0.35,4.135,15.315,19.455,10.2,0,0,92.88,1.7,17.7,1.1,37.36,2.9925
33,28,0.36,5.0975,19.1975,24.2975,7.7,0,0,92.49,1.7,17.24,0.5,40.58,3.02
55,24,0.36,6.06,23.08,29.14,9,0,0,93.365,1.5,16.33,0.2,34.68,3.43
79,21,0.33,4.77,17.37,22.14,13.8,0,0,94.24,1.4,15.98,0.2,30.56,2.43
97,21,0.35,3.95,17.92,21.88,10.7,0,0,94.72,1.3,16.04,0.1,30.06,3.33
105,20,0.37,3.76,21.47,25.23,8.3,0,0,95.1,1.4,15.81,0,33.44,3.18
107,18,0.38,3.39,19.82,23.21,8.9,0,0.2,95.62,1.3,15.63,0,34.99,4.325
121,17,0.37,3.31,19.26,22.57,13,0,0.2,95.63,1.2,15.16,0,37.42,5.47
121,15,0.33,3.24,19.66,22.9,15.1,0,0,95.64,1.2,14.41,0,39.41,5.3025
94,16,0.27,3.06,12.83,15.89,22.4,0,0,95.64,1.1,13.62,0,41.4,5.79125
74,16,0.24,2.99,13.05,16.04,21.6,0,0,95.64,1.2,12.85,0,48.08,6.28
65,16,0.23,2.89,10.31,13.2,25.9,6.83,1.4,95.64,1.3,12.44,0,53.6,7.84
71,13,0.24,3.2,9.72,12.92,25.8,5.13,3.2,95.63,1.2,11.9,0,53.63,9.13
80,11,0.24,3.05,6.44,9.49,19.35,5.07,3.8,95.46,1.1,10.22,0,47.845,5.03
72,7,0.29,2.92,8.28,11.19,21.45,4.79,3.2,95.49,1.5,8.51,0,42.06,6.175
58,6,0.31,1.65,9.52,11.49,19.275,4.7,0.8,95.63,1.7,7.68,0,47.65,6.335625
71,11,0.34,1.36,8.455,11.79,17.1,4.51,1.2,95.63,2.1,7.39,0,53.24,7.36
85,12,0.34,1.49,8.5425,11.075,18.4,4.59,5.2,95.63,2,7.37,0,44.55,5.955
67,7,0.33,1.62,8.63,10.8675,19.9,4.83,2,95.63,1.7,7.37,0,43,6.6078125
43,7,0.34,1.77,8.56,10.66,21.1,4.82,1.6,95.63,1.7,7.49,0.1,41.45,6.4175
21,7,0.33,2.06,8.49,10.55,22.7,4.96,0.8,95.63,1.3,7.825,0.3,45.155,6.64875
14,10,0.35,3.08,12.33,15.4,19,4.93,2,95.63,1.5,8.16,0.6,48.86,6.88
16,10,0.37,3.74,15.88,19.62,17.8,4.78,4.2,95.63,2,8.2,0.8,53.58,7.72
22,9,0.37,4.73,16.26,20.99,17.2,4.68,1.4,95.63,2.5,8.24,0.9,41.94,8.37
18,9,0.38,4.89,16.46,21.35,15.8,4.43,1,95.63,2.8,8.09,0.7,43.46,7.2
13,13,0.41,4.62,17.44,22.06,13.5,4.33,0.4,95.63,3,7.85,0.4,45.43,7.28
21,20,0.44,4.61,18.47,23.07,12.1,0,0.2,95.63,3.7,7.53,0.2,44.01,8.25
15,23,0.45,3.43,17.73,21.16,12.6,0,0,95.62,4.1,7.21,0.1,37.12,8.3
16,23,0.47,3.13,18.24,21.37,12.9,4.16,0.2,95.62,4.6,6.96,0.1,44.65,7.54
18,23,0.5,2.61,18.1,20.71,14,0,0,95.61,5.5,6.39,0,49.98,7.61
21,27,0.5,1.96,15.71,17.66,17.5,0,0,95.61,6.1,5.9,0,38.2,7.68
17,29,0.49,1.64,13.36,14.99,19.5,0,0,95.61,6.2,5.75,0,44.63,6.84
12,34,0.48,1.79,13.11,14.9,19.5,0,0,95.61,6,5.74,0,41.955,6.91
14,39,0.44,1.67,12.77,14.44,22.1,0,0.2,95.58,6.2,5.75,0,39.28,6.525
15,37,0.43,1.41,10.73,12.15,22.7,0,0,94.19,5.8,5.83,0,36.04,6.14
14,33,0.42,1.68,11.82,13.5,22.2,0,0,93.13,5.9,5.94,0,37.02,5.71
14,42,0.4,1.72,9.65,11.37,26,0,0,91.68,5.8,6.15,0,41.08,5.39
15,48,0.4,1.67,6.02,7.69,28.9,0,0,87.67,5.7,6.53,0,42.495,4.91
12,53,0.41,1.67,5.67,7.34,27.15,0,0,86.32,5.85,6.48,0,43.91,5.61
9,61,0.41,1.05,8.95,7.19,25.4,0,0,88.54,6,6.31,0,42.33,5.21
14,61,0.39,1,7.7,6.94,27.2,0,0,88.26,5.7,6.22,0,40.75,5.36
20,55,0.37,1.01,5.68,6.69,28.8,0,0,85.63,5.8,6.23,0,41.185,5.51
14,55,0.37,1.26,6.245,7.26,27.6,0,0,84.01,5.9,6.25,0,40.6125,5.51
10,62,0.39,1.75,6.81,8.55,27.8,0,0,80.87,5.8,6.68,0.4,40.04,5.86
10,66,0.39,2.83,8.16,10.99,28.3,0,0,77.985,5.8,7.355,1.3,47.525,6.21
11,61,0.4,3.28,7.79,11.07,30.2,0,0,75.1,5.6,8.03,2.9,55.01,6.18
19,59,0.42,4.81,9.8,14.62,29.1,0,0,73.21,5,8.99,4.3,66.91,6.01
27,60,0.43,5.92,11.66,17.58,30.9,0,0,70.43,4.9,9.92,5.1,63.99,6.86
28,60,0.41,5.11,11.92,17.03,36.8,0,0,61.92,5.1,11.15,5,57.4,6.91
28,72,0.39,4.93,13.25,18.18,42.4,0,0,56.69,5.6,11.84,4,58.39,6.97
23,82,0.38,4.04,13.81,17.85,47.9,0,0,55.6,5.8,12.06,2.5,75.61,6.51
22,83,0.38,4.02,17.86,21.89,44.6,0,0,54.51,5.9,11.95,1.1,46.46,5.21
21,78,0.4,3.21,23.31,26.52,36.4,0,0,59.13,5.7,10.77,0.3,39.92,4.07
16,71,0.42,2.07,25.1,27.17,29.9,0,0,69.26,5.6,8.99,0,40.36,3.07
16,73,0.41,1.73,21.51,23.24,27.5,0,0,77.24,5.3,7.66,0,38.995,3.21
16,77,0.43,1.7,21.73,23.43,23.4,0,0,82.01,4.9,6.85,0,35.945,3.35
13,77,0.42,1.73,19.36,21.09,22.1,0,0,84.25,3.8,6.32,0,33.7375,2.9
9,70,0.41,1.66,16.09,17.75,21.4,0,0,86.82,2.9,5.64,0,31.53,3.04
13,64,0.42,1.72,15.19,16.91,19.7,0,0,87.88,2.3,5.34,0,34.41,2.885
14,59,0.36,1.61,10.55,12.17,23.4,0,0,86.98,2,5.27,0,23.09,2.73
9,54,0.36,2.16,15.75,17.91,19.7,0,0,84.87,1.8,5.09,0,26.57,2.63
8,50,0.32,3.2,14.51,17.7,21.2,0,0,84.05,1.8,4.93,0,24.09,2.795
8,48,0.29,3.12,13.12,16.23,22.7,0,0,84,1.8,5.12,0,21.61,2.96
10,48,0.28,2.445,14.49,9.02,20,0,0,85.48,1.8,4.99,0,21.48,2.95
10,45,0.28,1.77,7.67,11.785,22.9,0,0,87.93,1.5,4.58,0,21.35,2.395
10,33,0.25,1.67,9.095,7.445,22,0,0,89.61,1.2,4.42,0,18.8,1.84
9,23,0.27,1.56,6.3975,6.6575,23,0,0,90.24,1.1,4.52,0.1,17.46,1.66
5,24,0.32,2.17,3.7,5.87,26.8,0,0,90.18,1.2,5.57,0.4,16.12,1.115
