1.412
1.245
1.603
1.548
1.659
1.65
1.532
1.67
1.69
1.846
1.87
3.017
1.481
1.295
1.574
1.858
1.774
1.771
1.668
1.747
1.789
1.867
2.041
3.245
1.555
1.421
1.884
1.817
1.936
1.903
1.735
1.935
2.031
2.122
2.268
3.52
1.839
1.675
2.1
2.302
2.198
2.274
2.004
2.225
2.273
2.344
2.558
3.916
1.959
1.754
2.138
2.467
2.373
2.296
2.186
2.473
2.323
2.444
2.556
3.927
2.063
1.874
2.422
2.278
2.612
2.42
2.308
2.672
2.565
2.696
2.825
4.58
2.311
2.073
2.406
2.793
2.588
2.608
2.598
2.723
2.742
2.927
3.039
4.909
2.308
2.191
2.632
2.927
2.693
2.673
2.619
2.919
2.867
3.085
3.383
5.268
2.402
2.271
3.113
2.998
3.109
3.104
2.972
3.45
3.488
3.518
3.948
6.116
2.844
2.554
3.336
3.453
3.382
3.344
3.175
3.824
3.541
3.736
4.125
6.108
3.085
2.824
3.399
3.599
3.65
3.415
3.388
4.067
3.731
4.081
4.346
6.603
3.447
3.064
3.625
4.163
3.916
3.813
3.778
4.35
4.136
4.456
4.449
7.023
3.507
3.351
3.937
4.266
4.15
3.846
4.02
4.374
4.151
4.395
4.762
7.232
3.428
3.145
4.118
4.266
4.264
4.178
4.043
4.555
4.312
4.617
5.169
7.91
4.342
4.167
5.055
5.548
5.534
5.485
4.897
5.678
5.474
5.587
6.474
9.551
4.59
4.395
5.722
5.962
6.09
5.664
5.419
6.596
5.9
6.309
7.268
10.384
5.048
4.731
6.594
6.169
6.794
6.115
5.947
7.106
6.449
6.826
7.57
11.426
