PM25,PM10,CO,NO,NO2,NOx,O3,RAINFALL,RH,SO2,TEMP,UVB
18,30,0.185,1.6075,1.495,3.105,43.675,0,83,1.475,16.7,7.575
18,32,0.1825,1.56,1.42,2.98,43.225,0,84,1.45,16.5,7.575
18,30,0.1825,1.59375,1.5125,3.1075,41.9875,0,85,1.4875,16.5,8.8375
18,30,0.18125,1.586875,1.52125,3.10875,41.14375,0,78,1.49375,18.9,9.46875
18,31,0.18,1.58,1.53,3.11,40.3,0,75.22,1.5,18.56,10.1
18,31,0.18,1.43,1.65,3.07,48.4,0,75.95,1.4,18.41,8.9
18,30,0.19,1.5,1.41,2.91,48.9,0,75.82,1.4,17.97,6.4
20,31,0.2,1.78,1.28,3.06,50.2,0,76.7,1.5,17.13,3.7
23,34,0.2,1.51,1.7,3.21,51.9,0,82.04,1.5,16.12,1.4
22,31,0.2,1.6,1.34,2.94,51.3,0,84.63,1.5,15.3,0.3
32,30,0.2,1.71,1.84,3.55,50.4,0,88.27,1.5,15,0
25,28,0.19,1.7,2.05,3.75,49.8,0,89.19,1.5,15.19,0
20,26,0.19,1.33,1.41,2.74,50.4,0,88.69,1.4,15.23,0
18,24,0.19,1.55,1.13,2.68,50.1,0,90.12,1.4,15.18,0
18,22,0.18,1.4,0.94,2.34,50.2,0,90.93,1.5,15.39,0
13,20,0.17,1.6,9.63,11.23,42.1,0,86.36,10.8,15.25,0
18,26,0.17,1.67,4.9,6.56,46.1,0,84.7,7.2,15.57,0
16,24,0.18,1.94,0.96,2.9,49.1,0,87.43,3,15.62,0
14,21,0.18,1.89,0.66,2.55,48.6,0,86.88,2.3,15.47,0
14,22,0.17,1.81,0.52,2.34,48.3,0,86.59,2,15.91,0
11,19,0.16,1.855,0.495,2.35,47.6,0,82.3,1.7,15.93,0
14,22,0.16,1.79,0.275,2.07,47.4,0,83.73,1.8,15.72,0
12,20,0.15,1.78,0.1525,1.935,47.55,0,81.03,1.6,15.77,0
13,21,0.15,1.77,0.03,1.8,47.7,0,76.67,1.5,16.29,0.2
16,26,0.15,1.61,0.33,1.94,46.6,0,74.85,3,18.03,1.2
16,25,0.15,1.57,0.13,1.7,44.9,0,74.36,3.2,19.57,3.4
18,28,0.16,1.74,0.91,2.65,43.7,0,74.47,3.5,20.66,5.9
19,31,0.17,2.48,4.03,6.52,42.4,0,79.45,5.9,20.12,5.9
17,29,0.17,1.95,2.63,4.58,42.55,0,81.43,5,20.07,5.8
13,26,0.16,2.54,3.6,6.14,42.7,0,76.95,6.9,20.7,6.8
13,25,0.15,2.46,3.43,5.89,43,0,73.54,6.9,21.29,6.8
14,26,0.15,2.24,2.8,5.04,42.9,0,76.66,5.6,20.57,3.7
13,25,0.15,2.04,2.75,4.79,40.9,0,81.11,4.5,19.7,1.4
11,22,0.15,1.69,1.7,3.39,40,0,85.13,2.9,18.14,0.3
12,22,0.15,1.74,3.85,5.59,37.3,0,89.17,5.3,17.27,0
13,22,0.13,1.65,6.76,8.41,33.2,0,90.17,8,17.3,0
8,19,0.13,1.5,0.66,2.15,39.7,0,88.5,1.7,17.16,0
10,20,0.13,1.42,0.4,1.82,40.7,0,88.43,1.8,17.04,0
10,14,0.13,1.6,0.76,2.36,40.1,0,91.52,1.5,17.23,0
8,11,0.13,1.61,0.82,2.43,39.7,0,92.35,1.5,17.21,0
7,10,0.14,1.21,0.32,1.52,41.2,0,92.4,1.4,17.02,0
6,9,0.14,1.19,0.28,1.47,42.9,0.2,92.65,1.4,16.74,0
6,9,0.14,1.57,0.29,1.86,43.8,0.4,92.78,1.6,16.43,0
5,8,0.14,1.72,0.2,1.92,44,0.6,92.67,1.5,16.36,0
6,9,0.14,1.91,0.82,2.73,43.9,0.2,92.52,1.5,16.33,0
6,10,0.14,1.71,1.09,2.8,44.2,0,92.46,1.2,16.22,0
9,12,0.14,1.63,1.27,2.9,44.55,0.8,92.33,1.1,16.31,0
6,9,0.14,1.89,1.15,3.03,44.9,0.2,92.23,1,16.14,0
6,8,0.14,1.86,1.49,3.35,45.2,0.2,92.28,1.1,16.09,0.1
6,9,0.14,1.6,0.88,2.49,46.2,0.2,92.3,1,16.21,0.5
9,14,0.13,1.6,0.67,2.27,45.3,0.2,92.34,0.9,16.48,1.5
7,10,0.13,1.97,0.66,2.63,45.2,0,92.5,1,16.75,2.2
7,10,0.13,1.56,0.75,2.3,44.6,0.6,92.49,1,16.81,2.2
6,8,0.13,1.42,0.9,2.32,44.3,0.2,92.37,1.1,16.68,2
16,12,0.13,1.6,0.83,2.43,41.3,0,92.55,1.1,16.42,1.9
15,13,0.13,1.475,0.595,2.07,39.85,0.2,91.76,1.1,16.33,1.1
20,14,0.12,1.35,0.36,1.71,38.4,0,92,1.2,16.14,0.5
22,15,0.12,1.48,0.65,2.13,39.7,0,91.7,1.1,16.07,0.1
23,14,0.12,1.38,0.51,1.89,40.8,0.2,91.92,1.1,16.11,0
20,12,0.12,1.72,0.74,2.46,42.5,0,92.15,1,16.36,0
17,10,0.12,1.87,0.94,2.81,42.5,0.4,91.96,1,16.53,0
15,11,0.12,1.46,1.15,2.61,42.9,0.4,91.86,1.2,16.57,0
14,11,0.12,1.67,0.93,2.6,42.8,0.2,91.79,1.1,16.54,0
12,11,0.12,1.47,0.68,2.15,43.8,0.2,91.68,1,16.43,0
12,11,0.12,1.61,1.04,2.65,42.6,0.2,91.62,1,16.49,0
9,9,0.13,1.71,0.68,2.39,43.5,0.6,91.66,0.9,16.7,0
12,12,0.14,1.87,0.79,2.66,44,0.4,91.63,1.1,16.54,0
12,14,0.14,1.59,1.05,2.63,44.2,0.2,91.58,1.1,16.51,0
14,15,0.14,1.45,1.48,2.93,44.5,0.4,91.53,1,16.44,0
12,12,0.15,0.97,1.23,2.2,43.7,1,91.39,1.1,16.83,0
14,16,0.15,1.31,1.14,2.45,43.6,1,90.74,1.1,16.74,0
15,18,0.17,1.07,1.31,2.38,43.5,1,90.7,1,17.17,0
15,16,0.17,1.16,1.29,2.45,42.6,1.2,91.31,1,17.22,0.2
9,9,0.18,1.26,1.36,2.62,42.1,1.8,91.38,1,17.5,0.8
5,3,0.19,1.24,1.53,2.77,42.4,0.8,91.43,1,17.43,2
4,3,0.18,1.29,1.5,2.79,43,0.4,91.48,1,17.52,3.9
5,3,0.18,0.88,1.7,2.58,43.2,1.2,91.51,1,17.68,4.3
3,1,0.17,1.39,1.47,2.86,42.7,1.2,91.48,1.1,17.59,3.6
3,1,0.17,1.8,1.43,3.23,43.2,0.6,91.53,1,17.21,2.2
3,2,0.17,1.22,1.36,2.57,42.7,0.4,91.52,1.1,17.14,1.5
3,2,0.16,1.27,1.33,2.6,43.2,0,91.51,1.1,16.78,0.6
4,3,0.17,1.37,1.25,2.63,42.7,0,91.51,1.1,16.98,0.1
5,4,0.17,1.43,1.47,2.9,42.7,0.2,91.51,1.1,17.24,0
5,4,0.16,1.24,1.52,2.76,42.7,0,91.48,1,17.39,0
5,4,0.16,1.35,1.45,2.8,42.7,0,91.46,1,17.59,0
4,3,0.16,1.35,1.39,2.74,41.8,0,91.47,1,17.65,0
2,1,0.16,1.21,1.58,2.79,41.7,0.2,91.44,1.1,17.2,0
3,2,0.16,0.97,1.21,2.18,42.8,0,91.49,1,16.98,0
3,2,0.16,1.2,1,2.2,43,0,91.43,0.9,17.18,0
3,2,0.16,1.11,1.19,2.31,43.6,0,91.39,1,17.12,0
3,3,0.16,1.09,1.31,2.41,44.8,0,91.34,1,17.2,0
4,3,0.19,1.45,1.22,2.67,45.5,0,91.27,1,17.28,0
3,3,0.19,1.64,0.83,2.47,45.8,0,91.21,1,17.41,0
4,4,0.19,1.59,0.9,2.49,46.2,0,91.22,1.4,17.58,0
4,4,0.19,1.33,0.9,2.23,45.75,0,91.24,1.4,17.83,0
4,3,0.2,1.63,0.99,2.61,45.3,0,91.21,1.4,18.13,0
4,4,0.21,1.47,1.28,2.75,44.6,0,91.2,1.3,18.46,0.4
5,5,0.2,1.44,1.2,2.64,43.9,0,91.16,1.3,18.76,1
3,3,0.2,1.54,1.3,2.84,44.1,0,91.14,1.3,19.03,2.5
3,3,0.2,1.83,1.24,3.07,44.5,0,90.93,1.3,19.38,4.9
2,1,0.21,1.43,1.02,2.45,45.2,0,90.95,1.3,19.14,2.8
3,3,0.2,1.66,0.83,2.49,44.7,0,90.97,1.3,19.32,3.6
3,3,0.19,1.87,1,2.87,44.4,0,90.89,1.4,19.5,3.1
4,3,0.18,1.48,0.85,2.33,42.2,0,90.91,1.4,19.65,1.4
4,4,0.18,1.47,1.1,2.57,41.3,0,90.92,1.4,19.68,0.5
4,3,0.18,1.85,1.07,2.92,41.7,0,90.95,1.5,19.58,0.1
4,3,0.18,1.58,0.97,2.56,43.5,0,90.94,1.4,19.5,0
4,4,0.19,1.83,1.13,2.96,44.6,0,90.93,1.4,19.4,0
4,3,0.18,1.45,1.23,2.68,46.9,0,90.92,1.3,19.22,0
4,2,0.18,1.34,1.37,2.71,48.3,0,90.85,1.3,18.84,0
3,3,0.18,1.71,1.7,3.41,48.8,0,90.9,1.3,18.52,0
2,1,0.18,1.63,1.46,3.09,48.7,0,90.94,1.3,18.27,0
2,2,0.18,1.57,1.27,2.84,47.7,0,90.97,1.4,17.86,0
3,3,0.18,1.45,0.97,2.42,47.2,0,90.98,1.3,17.72,0
3,4,0.18,1.62,0.94,2.56,45.4,0,90.97,1.3,17.82,0
4,5,0.18,1.86,1.03,2.89,43,0,90.93,1.4,18.08,0
4,5,0.19,1.02,0.94,1.95,43.6,0,90.85,1.3,18.25,0
5,5,0.2,0.49,1.32,1.81,45.7,0,90.79,1,18.33,0
5,4,0.2,1.13,1.18,2.31,45.75,0,90.79,0.9,17.88,0
3,2,0.2,0.97,1.19,2.16,45.8,0,90.87,0.8,17.35,0
3,3,0.18,1.07,1.05,2.11,45.7,0,90.94,0.8,17.27,0.2
3,3,0.17,1.01,1.13,2.13,45.8,0,90.89,0.8,17.17,0.5
3,3,0.17,0.95,1.27,2.23,43.2,0,90.8,0.8,17.11,1.5
2,2,0.2,0.92,1.28,2.2,46,0.2,90.84,0.8,17.2,1.2
3,3,0.3,1.03,3.28,4.3,44.5,0.2,90.8,1.4,16.76,1.6
8,8,0.6,2.25,13.27,15.52,30.5,0,90.77,4.4,16.3,0.9
10,12,0.75,2.88,18.31,21.18,28.9,0,90.83,5.6,15.69,0.5
6,9,0.69,1.6,14.19,15.79,35.9,0,90.89,4.8,15.13,0.2
8,13,0.62,1.33,10.86,12.19,41,0.2,90.93,4.3,14.48,0.1
8,13,0.57,1.3,10.35,11.65,37.8,0.2,90.87,3.8,14.21,0
8,13,0.37,1.17,4.42,5.59,46,0,90.79,1.6,14.36,0
12,16,0.29,0.63,2.44,3.07,50,0.2,90.82,1.1,14.7,0
11,12,0.33,1.03,2.62,3.65,50.1,0,90.98,1.4,14.77,0
4,3,0.24,1.05,2,3.05,46.1,2.6,91.04,0.9,15.02,0
2,2,0.25,0.84,1.66,2.5,44,5.8,91.02,0.9,14.63,0
2,2,0.27,0.89,1.64,2.53,43.9,6.2,91.01,0.9,14.34,0
2,2,0.31,1.01,1.42,2.43,43.8,3.4,90.99,0.9,14.23,0
3,3,0.26,0.95,1.44,2.39,43.7,0.2,90.99,0.9,13.4,0
3,3,0.21,1.04,1.28,2.32,44,0,90.92,1,13.33,0
6,6,0.22,1.12,1.28,2.39,45.8,0,90.76,1.3,12.93,0
9,10,0.23,1.68,0.77,2.45,47.2,0,90.72,1.3,12.62,0
12,14,0.25,1.49,0.96,2.45,48,0,90.81,2.3,12.64,0
18,25,0.24,1.38,1.1,2.47,47.4,0,90.69,2,12.59,0
19,30,0.23,1.12,1.35,2.47,46.8,0,90.35,2,12.72,0
17,27,0.21,1.28,1.39,2.67,46.3,0,89.43,2,12.56,0.1
13,18,0.21,1.36,1.32,2.67,45.2,0,90.33,1.7,12.55,0.3
10,13,0.21,1.27,1.57,2.85,44.4,0,90.04,1.5,12.63,0.5
11,15,0.2,1.43,1.36,2.8,44,0,89.76,1.4,12.39,0.8
7,9,0.21,1.15,1.37,2.52,43.5,0,90.19,1.3,12.83,1.1
7,8,0.23,1.06,1.23,2.29,43.7,0,90.03,1.2,12.87,0.9
8,8,0.24,1.11,1.2,2.31,44.6,0.6,89.57,1.1,12.55,0.7
15,18,0.26,1.45,0.95,2.39,45.4,0.6,87.4,1.4,12.41,0.5
16,20,0.275,1.395,1.085,2.48,45.1,0.9,91.44,1.4,12.575,0.25
17,22,0.29,1.34,1.22,2.57,44.8,1.2,95.48,1.4,12.74,0
18,22,0.27,1.21,1.28,2.49,45.2,1.2,95.61,1.3,12.68,0
18,25,0.25,1.42,1.23,2.66,44.6,1,95.9,1.3,12.67,0
18,23,0.24,1.14,1.19,2.33,44.7,2.4,95.97,1.3,12.92,0
8,14,0.23,1.12,1.26,2.39,44.5,1,96.01,1.3,13.06,0
13,20,0.23,1.08,1.08,2.16,45.2,0.4,96.03,1.3,12.87,0
7,16,0.22,1.26,0.98,2.24,45.2,0.6,96.04,1.5,12.71,0
15,22,0.21,1.31,1.12,2.43,45.1,0.4,96.1,1.5,12.51,0
21,31,0.21,1.1,1.23,2.33,45.1,0.2,95.89,1.7,12.24,0
19,33,0.19,1.38,1.02,2.4,44.2,0.2,94.71,1.6,12.22,0
17,28,0.17,1.4,0.79,2.19,43.5,0.2,95.02,1.5,12.79,0
13,20,0.16,0.91,0.65,1.56,43.7,0.6,94.81,1.5,12.62,0
0,20,0.19,1.53,0.7,2.23,43.7,0.4,94.77,0.3,12.42,0
12,19,0.14,1.05,0.63,1.69,43.5,0.8,94.56,1,12.47,0
12,20,0.14,1.3,0.73,2.03,43.3,0.4,93.96,0.9,12.41,0
13,23,0.14,1.31,0.83,2.14,43.6,0.2,92.4,1,12.15,0.1
14,31,0.14,1.36,0.78,2.14,43.3,0,90.1,0.9,12.49,1.1
14,32,0.14,1.49,0.75,2.23,43.2,0,87.4,1,13.14,3
20,28,0.14,1.48,1.42,2.9,43.1,0,87.09,0.6,13.37,3.2
20,28,0.16,1.56,0.96,2.52,41.8,0,87.05,1.4,13.5,2.6
20,30,0.16,1.045,0.885,1.925,43.4,0,89,1.1,13.5,0.55
20,34,0.16,1.105,1.205,2.305,43.3,0.5,92,0.95,13,1.6
24,32,0.17,0.8875,0.9375,1.8175,43.45,2,94,1.2,12.9,0.275
24,35,0.175,0.80875,0.96375,1.76375,43.475,1.7,94.23,1.25,12.685,0.1375
26,36,0.18,0.73,0.99,1.71,43.5,1.4,94.46,1.3,12.47,0
27,36,0.18,1.38,1.13,2.51,46,1.4,93.79,1.5,12.73,0
25,34,0.18,1.34,0.83,2.18,46.1,1,92.96,1.4,12.86,0
24,32,0.17,1.26,0.99,2.25,46,1.8,93.09,1.5,12.75,0
23,34,0.18,1.32,1.03,2.35,46,0.4,93.91,1.4,12.72,0
22,34,0.18,1.27,0.95,2.21,45.8,0.2,93.65,1.4,12.51,0
23,36,0.18,1.27,1.04,2.31,45.5,0,92.34,1.5,12.56,0
24,38,0.2,1.29,0.99,2.28,45.6,0,91.91,1.5,12.7,0
26,40,0.2,1.31,1.14,2.45,46.4,0,90.56,1.7,12.7,0
26,40,0.21,1.34,1,2.34,46.3,0,90.18,1.7,12.85,0
24,37,0.18,1.41,1.05,2.47,45.5,0,90.18,1.9,12.88,0
21,34,0.17,1.2,1.04,2.25,44.1,0,90.51,1.7,12.9,0
20,33,0.16,1.33,0.69,2.02,43.5,0,90.64,1.5,12.88,0
20,32,0.15,1.12,0.83,1.95,43.25,0,90.47,1.4,13.05,0
18,30,0.14,1.33,0.89,2.22,43,0,91.48,1.3,13.21,0
17,30,0.14,1.37,0.91,2.29,43.5,0,91.99,1.2,13.3,0.1
16,28,0.13,1.12,1.05,2.17,43.4,0,92.84,1.1,13.42,0.1
16,26,0.16,1.42,1.2,2.62,44.3,0.2,93.85,1.2,13.54,0.3
14,19,0.16,1.13,1.56,2.69,45,0.6,94.5,1.2,13.52,0.7
12,17,0.15,1.36,1.46,2.82,45,1,94.35,1.2,13.47,1.1
12,17,0.15,1.21,1.23,2.43,44.6,1.2,94.79,1.1,13.55,1.1
10,11,0.16,0.94,1.27,2.22,44.7,1.2,95.52,1.1,13.67,0.7
6,7,0.15,1.42,1.06,2.49,43.8,2.4,95.84,0.9,13.96,0.5
5,6,0.15,1.36,1.05,2.41,43.2,1.8,95.91,1,14.13,0.2
4,5,0.14,1.37,0.66,2.03,43.1,2,95.96,0.9,14.3,0
6,7,0.15,1.35,0.63,1.98,44.6,2.4,96.04,0.9,14.62,0
8,9,0.14,1.17,0.65,1.82,44.8,2,95.99,1,14.73,0
10,12,0.16,1.33,0.79,2.12,45.1,1.6,95.92,1,14.96,0
9,10,0.15,1.24,0.73,1.97,45.6,2,95.92,1,14.91,0
6,7,0.15,1.25,0.71,1.97,45.8,1.8,95.99,1,15.08,0
5,6,0.16,1.29,1.04,2.33,46.5,2.2,96.06,0.9,15.25,0
5,5,0.17,1.35,0.62,1.96,46.1,2.6,96.02,0.9,15.41,0
4,4,0.17,1.37,0.74,2.11,46.7,1.4,95.95,0.8,15.73,0
4,3,0.17,1.38,0.72,2.09,47.1,2.8,95.69,0.9,15.85,0
3,3,0.19,0.94,0.98,1.91,47.8,1.4,95.66,0.9,15.8,0
4,3,0.19,1.13,1.19,2.32,48.7,1.2,95.39,0.9,15.63,0
4,4,0.19,1.07,1.27,2.35,48.7,1.4,95.53,1.3,15.91,0
3,3,0.19,1,1.13,2.12,48.65,1.2,95.22,1.4,16.26,0
4,3,0.18,1,1.19,2.19,48.6,1.6,95,1.3,16.44,0.1
4,3,0.17,1.19,0.95,2.15,48.1,1.6,94.71,1.4,16.72,0.5
3,3,0.17,1.19,1.25,2.43,47.8,2,94.61,1.3,16.64,1.4
4,4,0.2,1.06,1.22,2.28,48.4,1.8,94.67,1.2,16.92,2.1
2,2,0.24,1.25,1.82,3.07,49.1,2.4,94.76,1.4,16.81,1.8
2,1,0.26,1.18,2.1,3.27,50.2,2.6,94.7,1.3,16.49,1.9
2,2,0.24,1.28,1.7,2.98,49.8,2.4,94.69,1.2,16.35,1.9
2,2,0.21,1.01,1.61,2.62,48.4,2.2,94.72,1.3,16.25,1.8
3,3,0.2,1.2,1.68,2.89,47.8,1.8,94.74,1.3,16.05,0.9
4,4,0.19,0.84,1.66,2.5,46.4,1.8,94.61,1.3,16.11,0.4
4,4,0.18,1.22,1.27,2.49,45.1,2.6,94.37,1.4,16.29,0
3,3,0.16,0.84,1.18,2.01,43.9,1.6,94.53,1.3,16.1,0
3,3,0.14,0.93,1.04,1.97,43.8,1.2,94.43,1.4,15.95,0
3,3,0.13,1.22,0.97,2.19,43.9,1.4,94.87,1.3,15.51,0
3,3,0.12,1.01,0.69,1.7,44,0.6,94.41,1.4,15.34,0
2,3,0.13,1.18,1.07,2.25,43.4,1.2,94.46,1.4,15.65,0
4,4,0.13,0.98,1.04,2.03,43.2,2.8,94.46,1.4,16.16,0
3,3,0.14,0.92,0.85,1.77,43.6,3.4,94.49,1.3,16.41,0
2,2,0.13,0.76,0.86,1.62,43.2,3.2,94.7,1.1,16.47,0
2,2,0.13,0.95,0.84,1.79,42.9,2,94.76,1,16.24,0
3,3,0.13,0.94,1.06,1.99,42.6,2.4,94.74,1.2,16.12,0
3,3,0.12,0.7,1.26,1.97,42.7,3.2,94.76,1.2,15.83,0
2,2,0.12,1,0.85,1.85,42.6,1.8,94.93,1.3,15.37,0
4,4,0.12,1.02,1.21,2.23,42.45,2.6,95.15,1.3,15.12,0
4,4,0.12,0.69,1.09,1.78,42.3,2,94.99,1.4,15.28,0
4,4,0.12,0.75,0.97,1.72,41.9,2,94.83,1.4,15.6,0.3
4,5,0.13,0.59,1.21,1.8,41.7,3,94.8,1.3,15.95,0.5
4,4,0.13,0.96,1.39,2.35,41.6,3.6,95.43,1.3,16.34,0.7
2,2,0.13,0.89,1.26,2.15,42,4,94.89,1.2,16.24,1.5
4,4,0.13,0.95,1.49,2.43,41.5,4.2,94.72,1.3,16.66,1.7
3,4,0.15,0.65,1.51,2.16,40.4,6,95.3,1.4,16.62,0.8
4,4,0.15,0.99,1.21,2.2,40.5,5.8,95.76,1.3,16.46,0.7
3,3,0.16,0.86,1.49,2.35,41.2,6.6,95.52,1.2,16.24,0.4
4,4,0.15,1.08,1.2,2.29,42.1,5,95.3,1.3,16.18,0.3
5,5,0.15,0.89,1.39,2.28,41.7,5.2,94.96,1.3,15.93,0
5,6,0.14,0.82,1.23,2.04,40.7,1.8,95.26,1.4,15.37,0
7,8,0.14,0.96,1.06,2.02,41.4,0.6,95.88,1.4,15.3,0
7,10,0.14,0.88,1.11,1.99,41.8,0.6,95.9,1.3,15.14,0
7,9,0.14,0.75,1.18,1.93,42.5,0.2,95.94,1.5,14.75,0
4,5,0.14,0.68,1.3,1.97,42.5,0.4,96.05,1.4,14.56,0
5,6,0.14,0.8,1.58,2.38,42.2,0.6,96.03,1.4,14.71,0
3,4,0.14,0.91,1.39,2.3,42.5,1,96.03,1.3,14.68,0
4,5,0.15,1.09,1.62,2.72,42.9,0.2,95.95,1.3,14.67,0
5,8,0.16,1.02,1.7,2.72,42.7,0.8,95.96,1.3,14.85,0
7,10,0.17,0.81,1.59,2.4,42.9,1.2,96.01,1.3,15.09,0
7,10,0.17,1.68,2.06,3.74,42.1,0.8,95.97,1.4,15.4,0
7,9,0.17,1.99,1.73,3.72,41.5,2.2,96.01,1.3,15.76,0
8,11,0.17,1.57,1.65,3.22,40.85,2.8,96.03,1.3,16.01,0
5,6,0.16,1.66,1.55,3.21,40.2,7.4,96.09,1.4,16.4,0
5,7,0.14,1.58,1.37,2.96,40.4,7.2,96.14,1.3,16.47,0.1
7,9,0.13,1.51,1.68,3.19,40.1,6.4,96.15,1.4,16.81,0.4
3,3,0.13,1.95,1.66,3.62,40.7,5.8,96.21,1.3,16.86,0.4
3,3,0.13,1.96,1.2,3.16,40.8,3.2,96.17,1.2,16.56,0.7
2,3,0.13,1.59,1.24,2.83,40.8,2,96.13,1.3,16.34,0.9
3,4,0.13,1.89,0.96,2.84,42.6,1.4,96.08,1.2,15.94,0.8
3,5,0.13,1.88,1.1,2.98,41.9,1,96.06,1.2,15.8,0.6
4,5,0.13,1.87,1.25,3.12,42,1,96.07,1.2,15.67,0.3
5,6,0.13,1.58,1.14,2.72,42.1,1.6,96.09,1.3,15.63,0.2
4,4,0.13,1.84,1.18,3.03,40.9,1.6,96.11,1.2,15.61,0
3,4,0.13,1.75,1.22,2.97,40.6,0.8,96.09,1.3,15.6,0
4,5,0.13,1.44,1.62,3.06,39.8,0.8,96.12,1.4,15.74,0
3,4,0.12,1.63,1.32,2.95,39.7,2,96.13,1.3,15.8,0
3,3,0.12,1.76,1.01,2.77,40.6,1.6,96.16,1.3,15.91,0
4,4,0.12,1.64,1.21,2.85,40.6,1.4,96.17,1.3,16.41,0
3,3,0.12,1.76,1.07,2.83,40,1.8,96.17,1.2,16.8,0
2,2,0.12,1.74,1.2,2.94,39.8,1.6,96.17,1.5,16.84,0
2,2,0.12,1.65,0.99,2.64,39.7,2.6,96.16,1.5,16.86,0
3,3,0.12,1.67,1.12,2.79,39.5,2,96.16,1.5,16.88,0
2,2,0.13,1.58,1.12,2.69,40,2,96.13,1.6,16.67,0
2,2,0.12,0.65,0.86,1.52,39.6,1.2,96.11,1.5,16.49,0
3,3,0.12,0.69,0.83,1.52,40.2,0.6,96.13,0.8,16.4,0
4,4,0.12,0.78,0.75,1.53,40.7,0.8,96.13,0.7,16.42,0
4,4,0.13,0.81,0.71,1.52,41.2,1.4,96.13,0.8,16.66,0
5,5,0.12,1.03,1.06,2.09,40.9,1.6,96.13,0.8,16.96,0.2
4,4,0.13,0.79,1.58,2.37,40.9,1.4,96.12,0.8,16.97,0.5
3,3,0.12,0.96,1.42,2.38,41.8,1.4,96.12,0.8,16.98,0.6
2,2,0.13,0.77,0.91,1.68,41.9,1.4,96.12,0.8,16.88,1.1
3,3,0.12,0.79,0.83,1.62,41.9,2,96.12,0.7,17.03,3.5
2,2,0.12,1.09,0.87,1.96,41.6,2,96.13,0.8,16.92,2.8
0,3,0.13,0.76,1,1.76,41.6,1,96.03,0.1,17.09,3
0,3,0.12,0.76,0.79,1.56,40.8,1.2,96.03,0.5,16.8,1.1
3,3,0.12,0.57,0.88,1.45,41.9,1.8,95.93,0.5,16.42,0.3
4,5,0.12,0.72,0.76,1.48,42.9,1.6,95.59,0.5,16.36,0.1
4,4,0.12,0.69,0.91,1.6,43.5,1.4,94.99,0.5,16.4,0
4,4,0.12,0.88,0.82,1.7,43,1.2,95.18,0.5,16.18,0
4,4,0.12,0.79,0.98,1.77,43.4,1.2,95.2,0.6,15.71,0
4,4,0.12,0.94,0.96,1.9,45,0.6,95.88,0.6,15.23,0
5,5,0.12,0.91,0.92,1.83,45.5,0.6,96.06,0.6,14.99,0
5,5,0.12,0.86,0.71,1.58,45.4,0.4,95.73,0.5,15.03,0
4,5,0.12,0.8,0.87,1.67,45.7,0.4,96.06,0.5,15.21,0
5,5,0.13,0.68,1.05,1.73,46.3,0.6,96.2,0.5,15.24,0
4,4,0.13,0.94,0.95,1.89,45.5,0.6,96.13,0.4,15.16,0
5,5,0.13,1.01,0.61,1.62,44.1,0.4,96.06,0.5,15.11,0
5,5,0.12,1.87,0.95,2.82,44.3,0.6,96.03,0.5,14.99,0
5,5,0.13,1.47,0.89,2.36,46.3,0.8,95.85,1.3,14.98,0
6,6,0.13,1.06,0.98,2.05,47.65,0.6,95.77,1.3,14.92,0
6,7,0.14,1.09,0.99,2.08,49,0.4,95.82,1.4,14.7,0
10,12,0.14,1.26,1.16,2.43,48.8,0.4,95.94,1.3,14.36,0.1
13,16,0.14,1.34,1.06,2.4,48.6,0,95.85,1.4,14.42,0.6
12,14,0.15,1.26,1.04,2.3,48.9,0.4,95.91,1.3,14.89,1
9,10,0.15,1.24,1.17,2.42,50.6,0.4,95.61,1.3,15.15,1.6
11,13,0.16,1.24,1.42,2.67,47.6,0.2,95.72,1.4,14.92,2.1
0,13,0.15,1.28,1.37,2.64,44.1,0,95.78,1.6,14.93,1.5
11,13,0.15,1.16,0.97,2.14,47.8,0.4,96.07,1.3,15.04,1
6,6,0.15,1.44,0.99,2.44,50.2,1.2,95.83,1.2,15.23,1
6,6,0.15,1.29,1.06,2.35,52.8,1.8,95.79,1.2,14.69,0.2
9,11,0.15,1.15,1.08,2.23,52,1.2,95.23,1.3,14.38,0
13,14,0.17,1.31,1.19,2.5,56.5,1.4,95.42,1.3,14.42,0
14,16,0.17,1.23,1.42,2.64,57.6,1.4,95.46,1.4,14.2,0
20,26,0.17,1.13,1.41,2.54,57.8,1,95.24,1.5,13.92,0
20,28,0.17,1.25,1.45,2.7,59.9,0.6,94.38,1.5,13.61,0
22,34,0.17,1.34,1.38,2.72,55.2,0,91.93,1.4,13.99,0
24,36,0.18,0.99,1.4,2.39,54.9,0,92.17,1.3,14.3,0
24,37,0.2,1.11,1.41,2.52,55.2,0,92.02,1.4,14.18,0
22,36,0.18,1.28,1.43,2.71,52.8,0,91.29,1.4,14.18,0
22,36,0.18,1.33,1.22,2.55,50.6,0,90.94,1.4,14.43,0
23,37,0.2,1.37,1.08,2.45,49.5,0,92.11,1.4,14.22,0
24,39,0.19,0.83,1.08,1.91,48.7,0,92.06,1.4,14.23,0
25,40,0.2,1.11,0.87,1.98,50,0,89.82,1.2,14.35,0
28,42,0.2,0.86,0.77,1.63,52.2,0,90.26,1.1,14.42,0
30,45,0.22,0.89,0.91,1.8,54.4,0,92.17,1.1,14.37,0
30,43,0.22,1.02,0.97,2,54.9,0,92.79,1.2,14.15,0.1
